Geo Point;Geo Shape;codbarrio;nombre;coddistbar;coddistrit;codbar;transporte;stop_id;stop_name;stop_desc;X;Y;zone_id
39.514168764549986, -0.38858837045187133;"{""coordinates"": [-0.388588370451871, 39.514168764549986], ""type"": ""Point""}";7;BORBOTO;177;17;177;emt;1411;Guillermina Medrano (par) - Borbot�;C GUILLERMINA MEDRANO S/N (PAR) - BORBOT�;724495.9599999998;4377093.37;
39.515336247200096, -0.38701143239120867;"{""coordinates"": [-0.387011432391209, 39.515336247200096], ""type"": ""Point""}";7;BORBOTO;177;17;177;emt;299;Cam� de Montcada (impar) - Matador;CAMI MONCADA A BORBOT� - VAL�NCIA;724627.78;4377226.9;
39.512201565781844, -0.3863308622739195;"{""coordinates"": [-0.386330862273919, 39.512201565781844], ""type"": ""Point""}";2;POBLE NOU;172;17;172;emt;1152;Cam� de Montcada - Cam� Alqueria de Marquet;CAMI MONCADA 341 (DAVANT) - VAL�NCIA;724696.4;4376880.64;
39.49911632107663, -0.37030039264058884;"{""coordinates"": [-0.370300392640589, 39.49911632107663], ""type"": ""Point""}";2;POBLE NOU;172;17;172;emt;259;Constituci� - Cam� �ngel;AV CONSTITUCION 273 - VAL�NCIA;726117.1599999999;4375468.29;
39.50287550396186, -0.3827367658436829;"{""coordinates"": [-0.382736765843683, 39.50287550396186], ""type"": ""Point""}";2;POBLE NOU;172;17;172;emt;282;Cam� de Montcada - Entrada Cam� Carpesa;CAMI MONCADA 188 - VAL�NCIA;725035.5300000001;4375854.4;
39.505061174673976, -0.38365914028606624;"{""coordinates"": [-0.383659140286066, 39.505061174673976], ""type"": ""Point""}";2;POBLE NOU;172;17;172;emt;283;Cam� de Montcada - Poble Nou;CAMI MONCADA 218 - VAL�NCIA;724949.1599999999;4376094.71;
39.51007128309256, -0.3858231828452195;"{""coordinates"": [-0.385823182845219, 39.51007128309256], ""type"": ""Point""}";2;POBLE NOU;172;17;172;emt;300;Cam� de Montcada - Alqueria Paella;CAMI MONCADA 313 - VAL�NCIA;724746.92;4376645.44;
39.52284512812437, -0.35711555186701116;"{""coordinates"": [-0.357115551867011, 39.52284512812437], ""type"": ""Point""}";4;LES CASES DE BARCENA;174;17;174;emt;2063;Cases de B�rcena - Rotonda;CRA CASAS DE BARCENA 111 - CASES DE B�RCENA;727173.6700000002;4378135.48;
39.52056154099681, -0.3586220574948622;"{""coordinates"": [-0.358622057494862, 39.52056154099681], ""type"": ""Point""}";4;LES CASES DE BARCENA;174;17;174;emt;950;Cases de B�rcena II;CRA CASAS DE BARCENA 66 - CASES DE B�RCENA;727051.6;4377878.19;
39.520613459856335, -0.35876199755126914;"{""coordinates"": [-0.358761997551269, 39.520613459856335], ""type"": ""Point""}";4;LES CASES DE BARCENA;174;17;174;emt;954;Cases de B�rcena V;CRA CASAS DE BARCENA 61 - CASES DE B�RCENA;727039.4;4377883.6;
39.49391464639543, -0.4033707729812974;"{""coordinates"": [-0.403370772981297, 39.49391464639543], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1321;Camp de T�ria (impar) - Corts Valencianes;C CAMP DEL TURIA 6 (DAVANT) - VAL�NCIA;723289.85;4374808.33;
39.49077172266539, -0.4000138804781358;"{""coordinates"": [-0.400013880478136, 39.49077172266539], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1566;Corts Valencianes (impar) - la Safor;AV CORTS VALENCIANES 35 - VAL�NCIA;723588.63;4374467.79;
39.48376660662514, -0.40186055550755617;"{""coordinates"": [-0.401860555507556, 39.48376660662514], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1653;Mestre Rodrigo - General Avil�s;AV MAESTRO RODRIGO 40 (ACC�S) - VAL�NCIA;723452.24;4373685.62;
39.48828145603774, -0.4044280210548751;"{""coordinates"": [-0.404428021054875, 39.48828145603774], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1658;la Safor - Mestre Rodrigo;C LA SAFOR. 20 (ACC�S) - VAL�NCIA;723216.95;4374180.41;
39.48696385635098, -0.40458260636892474;"{""coordinates"": [-0.404582606368925, 39.48696385635098], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1659;Mestre Rodrigo (Impar) - la Safor;AV MAESTRO RODRIGO 109 - VAL�NCIA;723207.87;4374033.77;
39.48109017465347, -0.4035492664350961;"{""coordinates"": [-0.403549266435096, 39.48109017465347], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;2064;Terrateig - Jorge Com�n;C  2-B - VAL�NCIA;723315.55;4373384.34;
39.47846806832238, -0.4028881842048918;"{""coordinates"": [-0.402888184204892, 39.47846806832238], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;2066;Vall de la Ballestera (impar) - Hern�ndez L�zaro;C VALLE DE LA BALLESTERA 65 - VAL�NCIA;723380.81;4373094.92;
39.49395081859544, -0.4022564486319464;"{""coordinates"": [-0.402256448631946, 39.49395081859544], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;403;Corts Valencianes - l'Alt Maestrat;AV CORTS VALENCIANES S/N (CARRIL BUS) (IMPAR) - VAL�NCIA;723385.57;4374815.11;
39.47563821559847, -0.4011634600404233;"{""coordinates"": [-0.401163460040423, 39.47563821559847], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;420;Manuel de Falla - Grup Parpall�;AV MANUEL DE FALLA S/N - VAL�NCIA;723538.24;4372785.08;
39.44081104053535, -0.41064717497469666;"{""coordinates"": [-0.410647174974697, 39.44081104053535], ""type"": ""Point""}";8;FAITANAR;198;19;198;metrovlc;30;Val�ncia Sud;NULL;722833.5;4368895.7;A
39.42992901172951, -0.3929120984107681;"{""coordinates"": [-0.392912098410768, 39.42992901172951], ""type"": ""Point""}";8;FAITANAR;198;19;198;emt;583;Real de Madrid (par) - Eduardo Dato;AV REAL DE MADRID 100 - VAL�NCIA;724394.88;4367731.78;
39.41949503157411, -0.33597411006759104;"{""coordinates"": [-0.335974110067591, 39.41949503157411], ""type"": ""Point""}";3;PINEDO;193;19;193;emt;1706;Rotonda Carretera Montanyars - Pinedo;RTDA  S/N - PINEDO;729330.5;4366716.88;
39.38808229054205, -0.3316811966561385;"{""coordinates"": [-0.331681196656138, 39.38808229054205], ""type"": ""Point""}";3;PINEDO;193;19;193;emt;2164;Carrera del Riu (par) - Camping Valencia;CRA RIU  DEL S/N CAMPING VALENCIA - VAL�NCIA;729803.26;4363240.92;
39.40979165576675, -0.3352592056002358;"{""coordinates"": [-0.335259205600236, 39.40979165576675], ""type"": ""Point""}";3;PINEDO;193;19;193;emt;2203;Carrera del Riu - Montanyars;CRA RIU  DEL S/N ROTONDA - VAL�NCIA;729423.88;4365641.6;
39.42484621889218, -0.3409890986994661;"{""coordinates"": [-0.340989098699466, 39.42484621889218], ""type"": ""Point""}";3;PINEDO;193;19;193;emt;2349;Carrera del Riu - Rotonda Apolo de Pinedo;CRA RIU  DEL 257 - VAL�NCIA;728881.2100000001;4367298.13;
39.4217952279481, -0.335788449932319;"{""coordinates"": [-0.335788449932319, 39.4217952279481], ""type"": ""Point""}";3;PINEDO;193;19;193;emt;2352;Travessia de Pinedo al Mar - Pasqual tatay;TRV PINEDO AL MAR S/N (CAMP DE F�TBOL) - VAL�NCIA;729338.9399999998;4366972.68;
39.42169714921403, -0.34062495214350186;"{""coordinates"": [-0.340624952143502, 39.42169714921403], ""type"": ""Point""}";3;PINEDO;193;19;193;emt;924;Carrera del Riu - Trav. Pinedo a la Mar;CRA RIU  DEL 314 - VAL�NCIA;728922.87;4366949.5;
39.421675901319446, -0.3403419991255196;"{""coordinates"": [-0.34034199912552, 39.421675901319446], ""type"": ""Point""}";3;PINEDO;193;19;193;emt;928;Carrera del Riu - Moss�n Cuenca;CRA RIU  DEL 299 - VAL�NCIA;728947.2999999999;4366947.86;
39.432436236290506, -0.3627071090487299;"{""coordinates"": [-0.36270710904873, 39.432436236290506], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;1027;Principal - El Caroig;C  18 - VAL�NCIA;726986.87;4368085.72;
39.42448599066685, -0.3639443892606793;"{""coordinates"": [-0.363944389260679, 39.42448599066685], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;1030;Crist del Refugi - Davant Sant Agust�;C CRISTO DEL REFUGIO 60 - CASTELLAR-OLIVERAL;726906.17;4367200.11;
39.42785309699309, -0.3639150175821901;"{""coordinates"": [-0.36391501758219, 39.42785309699309], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;1289;Vicent Puchol - Arbres;C VICENTE PUCHOL 25 - CASTELLAR-OLIVERAL;726897.7699999999;4367573.94;
39.431119896463585, -0.3598748543826892;"{""coordinates"": [-0.359874854382689, 39.431119896463585], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;1723;Rib�s(par) - Dr. Ruiz Comes;CAMI RIBAS S/N (DAVANT TERRAPL�N) - CASTELLAR-OLIVERAL;727234.95;4367946.74;
39.42362174427913, -0.3611438006698625;"{""coordinates"": [-0.361143800669863, 39.42362174427913], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;663;el Tremolar - Crist del Refugi;CAMI TREMOLAR 23 - CASTELLAR-OLIVERAL;727150.08;4367111.23;
39.43266130258768, -0.3624422274387786;"{""coordinates"": [-0.362442227438779, 39.43266130258768], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;668;Principal - Cam� del Rib�s;C  11 - VAL�NCIA;727008.94;4368111.37;
39.432339270570075, -0.36076083969313627;"{""coordinates"": [-0.360760839693136, 39.432339270570075], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;669;Rib�s (par) - Ador;CAMI RIBAS 14 - CASTELLAR-OLIVERAL;727154.72;4368079.86;
39.422133176469906, -0.3643228879731543;"{""coordinates"": [-0.364322887973154, 39.422133176469906], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;904;Gl�ria (par) - Oliveral;C GLORIA 76 - CASTELLAR-OLIVERAL;726881.22;4366937.99;
39.423549765306745, -0.3704268238010239;"{""coordinates"": [-0.370426823801024, 39.423549765306745], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;911;Cam� de les Vaques (impar);CAMI VAQUES  DE LES 37 - CASTELLAR-OLIVERAL;726351.13;4367079.89;
39.42329665668537, -0.35951107086964185;"{""coordinates"": [-0.359511070869642, 39.42329665668537], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;935;el Tremolar - Cases Grill;CAMI TREMOLAR 54 - CASTELLAR-OLIVERAL;727291.7;4367079.26;
39.433295368310496, -0.3916115764205445;"{""coordinates"": [-0.391611576420545, 39.433295368310496], ""type"": ""Point""}";7;LA TORRE;197;19;197;emt;582;Real de Madrid - Algar del Pal�ncia;AV REAL DE MADRID 52 - VAL�NCIA;724496.02;4368108.69;
39.52955699809077, -0.3856657426472651;"{""coordinates"": [-0.385665742647265, 39.52955699809077], ""type"": ""Point""}";1;BENIFARAIG;171;17;171;emt;1138;Ferrer i Bign� - Sant�ssima Creu;C FERRER Y BIGNE 67 - BENIFARAIG;724697.61;4378808.81;
39.525253416878314, -0.38604534561582154;"{""coordinates"": [-0.386045345615822, 39.525253416878314], ""type"": ""Point""}";1;BENIFARAIG;171;17;171;emt;292;Benifaraig a Montcada - Casa Silvestre;CAMI MONCADA S/N (SILVESTRE) - VAL�NCIA;724678.86;4378330.15;
39.525266377435614, -0.38622097747350914;"{""coordinates"": [-0.386220977473509, 39.525266377435614], ""type"": ""Point""}";1;BENIFARAIG;171;17;171;emt;296;Benifaraig a Montcada - Boquera;CTRA BENIFARAIG A MONCADA S/N - VAL�NCIA;724663.72;4378331.15;
39.49511572360757, -0.3837214439425922;"{""coordinates"": [-0.383721443942592, 39.49511572360757], ""type"": ""Point""}";1;BENICALAP;161;16;161;emt;1831;Joan XXIII - Francisco Comes Martinez;AV JUAN XXIII 45 ACC (DAVANT) - VAL�NCIA;724975.89;4374990.58;
39.49361995112007, -0.3815638199151747;"{""coordinates"": [-0.381563819915175, 39.49361995112007], ""type"": ""Point""}";1;BENICALAP;161;16;161;emt;1846;Pere Cabanes - Cam� Montcada;C PEDRO CABANES 104 - VAL�NCIA;725166.2799999999;4374829.94;
39.493284955928594, -0.38818616021030716;"{""coordinates"": [-0.388186160210307, 39.493284955928594], ""type"": ""Point""}";1;BENICALAP;161;16;161;emt;1849;Equador - General Llorens;AV ECUADOR  EL 34 - VAL�NCIA;724597.81;4374776.21;
39.49017858073073, -0.38298263751723144;"{""coordinates"": [-0.382982637517231, 39.49017858073073], ""type"": ""Point""}";1;BENICALAP;161;16;161;emt;238;Dr. Peset Aleixandre - Joan XXIII;AV DOCTOR PESET ALEIXANDRE 94 - VAL�NCIA;725055.36;4374444.39;
39.494887266965634, -0.3803231409678336;"{""coordinates"": [-0.380323140967834, 39.494887266965634], ""type"": ""Point""}";1;BENICALAP;161;16;161;emt;305;Cam� de Montcada (impar) - Cambrils;CAMI MONCADA 96 (DAVANT) - VAL�NCIA;725268.89;4374973.72;
39.495678695386815, -0.3962106821717578;"{""coordinates"": [-0.396210682171758, 39.495678695386815], ""type"": ""Point""}";1;BENICALAP;161;16;161;emt;310;Louis Braille - Betx�;C LUIS BRAILLE 2 - VAL�NCIA;723899.98;4375021.93;
39.49498481632072, -0.3753285795260737;"{""coordinates"": [-0.375328579526074, 39.49498481632072], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;1061;Pere Cabanes - Sant Dom�nec Savio;C PEDRO CABANES 58 - VAL�NCIA;725698.12;4374997.06;
39.49602289360078, -0.375515906489423;"{""coordinates"": [-0.375515906489423, 39.49602289360078], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;1129;Sant Dom�nec Savio - Josep Esteve;C SANTO DOMINGO SAVIO 51 - VAL�NCIA;725678.65;4375111.82;
39.49696922166084, -0.37419820486761474;"{""coordinates"": [-0.374198204867615, 39.49696922166084], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;1132;M�sic Esp� - Gravador Fabregat;PL MUSICO ESPI 1 (DAVANT) - VAL�NCIA;725788.91;4375220.17;
39.49173679404741, -0.37611830285058045;"{""coordinates"": [-0.37611830285058, 39.49173679404741], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;1217;Dr. Peset Aleixandre - Felip Rinaldi;AV DOCTOR PESET ALEIXANDRE 24 - VAL�NCIA;725640.71;4374634.54;
39.49588894803474, -0.3799473837533083;"{""coordinates"": [-0.379947383753308, 39.49588894803474], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;1280;Pintor Jacomart - Alcany�s;C PINTOR JACOMART 57 - VAL�NCIA;725297.97;4375085.85;
39.49328618177368, -0.3733657487054124;"{""coordinates"": [-0.373365748705412, 39.49328618177368], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;1862;Constituci� - Coronel Montesinos;AV CONSTITUCION 180 AC (DAVANT) - VAL�NCIA;725872.43;4374813.43;
39.49852806996378, -0.3771524814706902;"{""coordinates"": [-0.37715248147069, 39.49852806996378], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;2085;Cecili Pla - Germans Machado;C CECILIO PLA 4 - VAL�NCIA;725529.8;4375385.8;
39.491987581611475, -0.37947478675178703;"{""coordinates"": [-0.379474786751787, 39.491987581611475], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;2301;F�lix del R�o - Cam� de Montcada;C DOCTOR MARCO MERENCIANO 1 - VAL�NCIA;725351.22;4374653.97;
39.49239687321522, -0.3741087234722228;"{""coordinates"": [-0.374108723472223, 39.49239687321522], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;273;Sant Dom�nec Savio - Constituci�;C SANTO DOMINGO SAVIO 5 - VAL�NCIA;725811.41;4374712.85;
39.494698789025186, -0.38015069115622807;"{""coordinates"": [-0.380150691156228, 39.494698789025186], ""type"": ""Point""}";2;TORREFIEL;152;15;152;emt;280;Cam� de Montcada (par) - Cambrils;CAMI MONCADA 92 - VAL�NCIA;725284.33;4374953.23;
39.490884077525905, -0.378675153152933;"{""coordinates"": [-0.378675153152933, 39.490884077525905], ""type"": ""Point""}";4;TORMOS;054;5;54;emt;243;Dr. Peset Aleixandre - Cam� de Montcada;AV DOCTOR PESET ALEIXANDRE 71 - VAL�NCIA;725423.56;4374533.48;
39.48931260157838, -0.37599764727116186;"{""coordinates"": [-0.375997647271162, 39.48931260157838], ""type"": ""Point""}";4;TORMOS;054;5;54;emt;326;Constituci� - Xest;AV CONSTITUCION 85 - VAL�NCIA;725658.93;4374365.75;
39.487358672043165, -0.37747338458762864;"{""coordinates"": [-0.377473384587629, 39.487358672043165], ""type"": ""Point""}";4;TORMOS;054;5;54;emt;327;Constituci� - Sarri�n;AV CONSTITUCION 39 - VAL�NCIA;725538.32;4374145.16;
39.486499603390406, -0.37497222404940356;"{""coordinates"": [-0.374972224049404, 39.486499603390406], ""type"": ""Point""}";5;SANT ANTONI;055;5;55;metrovlc;93;Sagunt;NULL;725756.23;4374056.07;A
39.48954118678307, -0.3707425266331826;"{""coordinates"": [-0.370742526633183, 39.48954118678307], ""type"": ""Point""}";5;SANT ANTONI;055;5;55;emt;1277;Primat Reig - Ministre Luis Mayans;AV PRIMADO REIG 18 - VAL�NCIA;726110.1800000002;4374404.31;
39.48929957314496, -0.36603297983889216;"{""coordinates"": [-0.366032979838892, 39.48929957314496], ""type"": ""Point""}";1;BENIMACLET;141;14;141;metrovlc;128;Alfauir;NULL;726516.03;4374389.33;A
39.4822287934973, -0.3591156362086257;"{""coordinates"": [-0.359115636208626, 39.4822287934973], ""type"": ""Point""}";1;BENIMACLET;141;14;141;emt;1032;T�rig - Gu�rdia Civil;C TIRIG 4 - VAL�NCIA;727134.01;4373621.88;
39.48698529398155, -0.3571370261553875;"{""coordinates"": [-0.357137026155388, 39.48698529398155], ""type"": ""Point""}";1;BENIMACLET;141;14;141;emt;1240;Lliri Blau - Mestre Ventura Pascual;C LLIRI BLAU S/N - VAL�NCIA;727288.71;4374154.86;
39.48829727334436, -0.3604597973800479;"{""coordinates"": [-0.360459797380048, 39.48829727334436], ""type"": ""Point""}";1;BENIMACLET;141;14;141;emt;179;Emili Bar� - Francesc Mart�nez;C EMILIO BARO 58 - VAL�NCIA;726998.64;4374292.11;
39.48009959834807, -0.35752767268390173;"{""coordinates"": [-0.357527672683902, 39.48009959834807], ""type"": ""Point""}";1;BENIMACLET;141;14;141;emt;192;Primat Reig - Cam� Vera;AV PRIMADO REIG 181 - VAL�NCIA;727277.54;4373389.54;
39.48596553530534, -0.381707062233023;"{""coordinates"": [-0.381707062233023, 39.48596553530534], ""type"": ""Point""}";1;MARXALENES;051;5;51;metrovlc;94;Reus;NULL;725178.67;4373979.92;A
39.485722619222585, -0.38280902418572343;"{""coordinates"": [-0.382809024185723, 39.485722619222585], ""type"": ""Point""}";1;MARXALENES;051;5;51;emt;1813;Reus - Alqueria de la Estrella;C  20 ACC - VAL�NCIA;725084.67;4373950.2;
39.483812508872944, -0.38317805683833933;"{""coordinates"": [-0.383178056838339, 39.483812508872944], ""type"": ""Point""}";1;MARXALENES;051;5;51;emt;330;Burjassot - M�laga;AV BURJASOT 26 - VAL�NCIA;725059.09;4373737.25;
39.485485046797045, -0.38562991280747727;"{""coordinates"": [-0.385629912807477, 39.485485046797045], ""type"": ""Point""}";1;MARXALENES;051;5;51;emt;331;Burjassot - Reus;AV BURJASOT 56 - VAL�NCIA;724842.8;4373916.78;
39.482656650372085, -0.38142909934011515;"{""coordinates"": [-0.381429099340115, 39.482656650372085], ""type"": ""Point""}";1;MARXALENES;051;5;51;emt;350;Pla de la Sa�dia - Pont Sant Josep;C LLANO DE LA ZAIDIA 18 (DAVANT) - VAL�NCIA;725213.2599999999;4373613.32;
39.48281910430538, -0.3795319936376104;"{""coordinates"": [-0.37953199363761, 39.48281910430538], ""type"": ""Point""}";1;MARXALENES;051;5;51;emt;351;Pla de la Sa�dia (riu) - Constituci�;C LLANO DE LA ZAIDIA 13 (DAVANT) - VAL�NCIA;725375.92;4373636.1;
39.487183281248726, -0.39263784352574677;"{""coordinates"": [-0.392637843525747, 39.487183281248726], ""type"": ""Point""}";3;EL CALVARI;043;4;43;emt;1828;General Avil�s - Miguel Servet (impar);AV GENERAL AVILES 17 ACC - VAL�NCIA;724234.56;4374087.81;
39.488117890022174, -0.3895859702829844;"{""coordinates"": [-0.389585970282984, 39.488117890022174], ""type"": ""Point""}";3;EL CALVARI;043;4;43;emt;319;Campanar - Dr. Nicasi Benlloch;AV CAMPANAR 1 - VAL�NCIA;724494.05;4374199.16;
39.48555868934324, -0.3770849554862151;"{""coordinates"": [-0.377084955486215, 39.48555868934324], ""type"": ""Point""}";2;MORVEDRE;052;5;52;emt;1808;Ruaya (par) - Visitaci�;C  42 - VAL�NCIA;725577.55;4373946.33;
39.48632732249213, -0.3706555387533274;"{""coordinates"": [-0.370655538753327, 39.48632732249213], ""type"": ""Point""}";2;MORVEDRE;052;5;52;emt;2233;Almassora - Argenter Su�rez;C ALMAZORA 56 (DAVANT) - VAL�NCIA;726128.08;4374047.78;
39.48437587091976, -0.37474078621570855;"{""coordinates"": [-0.374740786215709, 39.48437587091976], ""type"": ""Point""}";2;MORVEDRE;052;5;52;emt;321;Sagunt - Sant Guillem;C SAGUNTO 58 ACC - VAL�NCIA;725783.01;4373820.91;
39.48292378457313, -0.37776679194790863;"{""coordinates"": [-0.377766791947909, 39.48292378457313], ""type"": ""Point""}";2;MORVEDRE;052;5;52;emt;343;Pla de la Sa�dia - Constituci�;C LLANO DE LA ZAIDIA 2 - VAL�NCIA;725527.42;4373652.14;
39.48164307130683, -0.3753595333976802;"{""coordinates"": [-0.37535953339768, 39.48164307130683], ""type"": ""Point""}";2;MORVEDRE;052;5;52;emt;352;Guadalaviar - Pont dels Serrans;C GUADALAVIAR 2 (DAVANT) - VAL�NCIA;725738.63;4373516.01;
39.48627077103394, -0.3677638200412132;"{""coordinates"": [-0.367763820041213, 39.48627077103394], ""type"": ""Point""}";3;TRINITAT;053;5;53;metrovlc;91;Primat Reig;NULL;726376.99;4374048.77;A
39.484831915074466, -0.3670531224285998;"{""coordinates"": [-0.3670531224286, 39.484831915074466], ""type"": ""Point""}";3;TRINITAT;053;5;53;emt;2094;Molinell (par) - Pintor Genaro Lahuerta;C MOLINELL 24 ACC - VAL�NCIA;726442.7899999999;4373890.84;
39.48185698472828, -0.3705717209571232;"{""coordinates"": [-0.370571720957123, 39.48185698472828], ""type"": ""Point""}";3;TRINITAT;053;5;53;emt;2231;Alboraia - Pintor Vilar;C ALBORAYA 24-26 - VAL�NCIA;726149.78;4373551.77;
